video_id,fps,total_frames,duration
01171,30.0,540,18.0
01172,30.0,540,18.0
01173,30.0,1216,40.53333333333333
01175,29.9,1209,40.434782608695656
01176,30.0,1206,40.2
01177,30.6,1230,40.19607843137255
01178,30.0,540,18.0
01182,30.6,1228,40.130718954248366
01187,29.6,1180,39.86486486486486
01189,30.0,1205,40.166666666666664
01190,30.6,1229,40.16339869281045
01191,30.0,1192,39.733333333333334
01192,30.5,1231,40.36065573770492
01193,30.0,540,18.0
01194,29.4,1178,40.06802721088435
01195,30.0,1200,40.0
01196,30.0,1358,45.266666666666666
01197,30.0,1201,40.03333333333333
01204,30.0,540,18.0
01205,30.0,1212,40.4
01206,30.6,1209,39.509803921568626
01207,30.0,540,18.0
01209,30.0,540,18.0
01210,30.0,540,18.0
01211,30.0,1224,40.8
01213,30.0,540,18.0
01214,30.0,1201,40.03333333333333
01217,30.0,540,18.0
01218,30.0,1207,40.233333333333334
01219,30.0,1205,40.166666666666664
01220,29.2,1172,40.136986301369866
01221,30.0,570,19.0
01222,24.1,1076,44.64730290456431
01224,30.0,1207,40.233333333333334
01225,30.0,570,19.0
01227,30.0,540,18.0
01228,30.4,1233,40.559210526315795
01229,30.0,1351,45.03333333333333
01230,30.0,1172,39.06666666666667
01232,30.0,540,18.0
01234,29.0,1150,39.6551724137931
01235,30.0,1184,39.46666666666667
01236,30.6,1226,40.06535947712418
01237,30.0,1219,40.63333333333333
01238,30.6,1230,40.19607843137255
01240,30.0,540,18.0
01242,30.0,1205,40.166666666666664
01248,30.6,1242,40.588235294117645
01249,30.0,1201,40.03333333333333
01250,30.6,1230,40.19607843137255
01252,30.0,1208,40.266666666666666
01254,30.0,1192,39.733333333333334
01255,29.4,1133,38.53741496598639
01256,30.0,540,18.0
01257,30.0,540,18.0
01258,30.6,1233,40.29411764705882
01259,30.0,1202,40.06666666666667
01260,30.0,540,18.0
01261,30.0,1217,40.56666666666667
01262,30.0,1207,40.233333333333334
01263,30.0,1207,40.233333333333334
01265,30.0,1179,39.3
01266,30.0,1202,40.06666666666667
01267,30.0,540,18.0
01268,30.0,1203,40.1
01269,30.6,1232,40.26143790849673
01270,29.1,1160,39.86254295532646
01271,30.0,1204,40.13333333333333
01272,30.0,1228,40.93333333333333
01276,30.5,1237,40.557377049180324
01277,30.0,1206,40.2
01278,30.0,1203,40.1
01279,30.0,1205,40.166666666666664
01281,29.9,1208,40.401337792642146
01282,30.6,1226,40.06535947712418
01283,30.0,1218,40.6
01284,30.0,1199,39.96666666666667
01285,30.6,1225,40.03267973856209
01286,30.0,570,19.0
01287,30.0,1205,40.166666666666664
01288,30.0,540,18.0
01289,29.3,1143,39.01023890784983
01290,30.6,1230,40.19607843137255
01291,29.2,1160,39.726027397260275
01292,30.0,1208,40.266666666666666
01293,29.9,1210,40.468227424749166
01294,30.5,1235,40.49180327868852
01295,30.6,1197,39.11764705882353
01296,30.0,1161,38.7
01298,30.5,1250,40.98360655737705
01299,30.0,1189,39.63333333333333
01301,30.0,570,19.0
01302,30.0,540,18.0
01303,30.6,1206,39.41176470588235
01305,30.0,1165,38.833333333333336
01306,30.6,1242,40.588235294117645
01307,30.6,1234,40.326797385620914
01309,29.8,1311,43.993288590604024
01311,30.5,1171,38.39344262295082
01313,30.0,1200,40.0
01315,30.0,1170,39.0
01317,29.4,1442,49.04761904761905
01318,30.0,570,19.0
01319,30.6,1234,40.326797385620914
01320,30.5,1230,40.32786885245902
01321,30.0,1213,40.43333333333333
01322,29.9,1206,40.33444816053512
01323,30.6,1230,40.19607843137255
01324,30.0,540,18.0
01326,30.6,1175,38.39869281045751
01328,30.0,1201,40.03333333333333
01332,30.0,1208,40.266666666666666
01333,30.0,1216,40.53333333333333
01334,30.0,1359,45.3
01338,30.0,1207,40.233333333333334
01339,29.1,1164,40.0
01340,30.0,1201,40.03333333333333
01341,30.6,1225,40.03267973856209
01342,30.6,1225,40.03267973856209
01343,27.3,1083,39.67032967032967
01344,30.6,1209,39.509803921568626
01346,30.0,1319,43.96666666666667
01348,30.0,1169,38.96666666666667
01350,30.0,1208,40.266666666666666
01352,30.0,1177,39.233333333333334
01354,30.0,930,31.0
01355,30.0,1217,40.56666666666667
01356,30.0,1203,40.1
01357,30.0,1214,40.46666666666667
01360,30.5,1230,40.32786885245902
01361,30.0,540,18.0
01362,27.1,1194,44.0590405904059
01364,30.0,1205,40.166666666666664
01365,30.5,1228,40.26229508196721
01366,30.0,570,19.0
01368,30.0,540,18.0
01369,29.2,1201,41.13013698630137
01372,30.0,540,18.0
01374,30.0,1206,40.2
01377,28.9,1153,39.8961937716263
01379,30.0,1203,40.1
01380,30.0,1176,39.2
01382,30.0,540,18.0
01383,30.0,570,19.0
01384,30.0,1154,38.46666666666667
01386,29.8,1179,39.56375838926174
01387,30.6,1226,40.06535947712418
01388,29.9,1215,40.635451505016725
01390,30.6,1202,39.28104575163398
01393,30.0,1201,40.03333333333333
01394,30.0,570,19.0
01395,30.5,1226,40.19672131147541
01396,30.0,1204,40.13333333333333
01397,30.6,1225,40.03267973856209
01399,30.0,1219,40.63333333333333
01400,29.8,1184,39.73154362416107
01401,30.6,1231,40.228758169934636
01402,30.0,1213,40.43333333333333
01404,30.6,1228,40.130718954248366
01405,30.0,570,19.0
01408,30.0,1204,40.13333333333333
01411,29.9,1199,40.10033444816054
01413,30.0,1214,40.46666666666667
01414,30.0,1202,40.06666666666667
01415,29.9,1201,40.16722408026756
01416,30.0,540,18.0
01417,30.5,1243,40.75409836065574
01419,30.0,1161,38.7
01420,30.0,1154,38.46666666666667
01421,30.0,1154,38.46666666666667
01423,30.0,1208,40.266666666666666
01425,30.0,1206,40.2
01426,30.0,1201,40.03333333333333
01429,30.0,1204,40.13333333333333
01431,30.0,1195,39.833333333333336
01433,28.7,1152,40.139372822299656
01434,30.0,1421,47.36666666666667
01435,30.0,1208,40.266666666666666
01436,30.0,540,18.0
01437,30.0,1198,39.93333333333333
01438,30.6,1195,39.052287581699346
01439,30.0,1201,40.03333333333333
01440,30.0,540,18.0
01441,30.0,1202,40.06666666666667
01442,29.9,1220,40.802675585284284
01444,29.7,1201,40.437710437710436
01445,30.5,1230,40.32786885245902
01446,29.9,1176,39.331103678929765
01448,30.0,570,19.0
01449,30.6,1193,38.98692810457516
01452,30.0,1207,40.233333333333334
01453,30.5,1210,39.67213114754098
01454,30.0,1223,40.766666666666666
01456,30.0,540,18.0
01457,30.6,1242,40.588235294117645
01459,30.6,1226,40.06535947712418
01460,30.5,1222,40.0655737704918
01461,30.0,1226,40.86666666666667
01462,30.0,1200,40.0
01463,30.0,1206,40.2
01464,30.0,1180,39.333333333333336
01465,30.0,1201,40.03333333333333
01466,30.0,1203,40.1
01468,30.6,1240,40.52287581699346
01470,30.0,1340,44.666666666666664
01473,29.5,1184,40.13559322033898
01476,30.0,1202,40.06666666666667
01477,30.6,1199,39.18300653594771
01478,29.9,1198,40.06688963210703
01482,30.0,1205,40.166666666666664
01484,29.2,1066,36.50684931506849
01485,30.6,1237,40.424836601307184
01486,30.2,1147,37.980132450331126
01487,29.4,1158,39.38775510204082
01488,30.0,1185,39.5
01489,30.0,1363,45.43333333333333
01490,29.8,1195,40.100671140939596
01491,29.9,1217,40.702341137123746
01492,29.9,1188,39.73244147157191
01493,29.9,1205,40.30100334448161
01494,30.6,1230,40.19607843137255
01495,29.9,1224,40.93645484949833
01496,30.0,1211,40.36666666666667
01497,29.9,1211,40.50167224080268
01498,30.5,1229,40.295081967213115
01499,30.0,1209,40.3
01500,30.5,1227,40.22950819672131
01501,30.0,1206,40.2
01503,30.0,1201,40.03333333333333
01504,29.9,1179,39.4314381270903
01505,30.0,570,19.0
01506,30.0,1178,39.266666666666666
01507,30.0,570,19.0
01508,30.6,1270,41.503267973856204
01510,30.6,1227,40.09803921568627
01511,30.0,1151,38.36666666666667
01514,30.5,1232,40.39344262295082
01517,30.0,1196,39.86666666666667
01518,30.0,1217,40.56666666666667
01519,30.5,1229,40.295081967213115
01521,30.0,1192,39.733333333333334
01523,30.0,1190,39.666666666666664
01525,30.0,1205,40.166666666666664
01526,29.9,1200,40.13377926421405
01527,29.7,1172,39.46127946127946
01528,30.0,1172,39.06666666666667
01529,30.0,1200,40.0
01530,29.9,1214,40.602006688963215
01532,30.6,1225,40.03267973856209
01533,30.0,1204,40.13333333333333
01534,30.5,1218,39.9344262295082
01535,30.0,1173,39.1
01536,30.0,1800,60.0
01537,30.0,1219,40.63333333333333
01538,30.5,1237,40.557377049180324
01539,30.0,1206,40.2
01540,30.6,1239,40.49019607843137
01541,30.0,1213,40.43333333333333
01542,30.0,1180,39.333333333333336
01543,30.0,1207,40.233333333333334
01544,30.6,1238,40.45751633986928
01545,30.0,1185,39.5
01546,30.6,1240,40.52287581699346
01548,30.6,1310,42.810457516339866
01550,30.0,1200,40.0
01551,30.5,1235,40.49180327868852
01552,30.0,1179,39.3
01554,30.0,540,18.0
01557,30.0,1232,41.06666666666667
01558,30.0,540,18.0
01559,30.5,1233,40.42622950819672
01563,30.0,1220,40.666666666666664
01564,30.0,570,19.0
01566,30.0,1200,40.0
01568,30.0,1206,40.2
01569,30.0,1188,39.6
01570,30.0,1175,39.166666666666664
01571,30.5,1226,40.19672131147541
01572,30.0,540,18.0
01574,30.0,1205,40.166666666666664
01577,29.9,1225,40.96989966555184
01578,30.0,570,19.0
01579,30.6,1218,39.80392156862745
01580,30.5,1243,40.75409836065574
01581,30.0,1201,40.03333333333333
01582,30.0,540,18.0
01583,30.0,1209,40.3
01584,30.0,1202,40.06666666666667
01585,29.4,1152,39.183673469387756
01586,30.0,1193,39.766666666666666
01588,30.0,1201,40.03333333333333
01589,29.1,1176,40.41237113402062
01590,28.9,1146,39.653979238754324
01592,30.0,1203,40.1
01593,30.0,540,18.0
01596,30.0,1213,40.43333333333333
01597,30.0,1208,40.266666666666666
01598,29.8,1417,47.5503355704698
01599,30.0,1207,40.233333333333334
01600,29.9,1199,40.10033444816054
01601,30.0,1207,40.233333333333334
01603,30.0,1218,40.6
01604,30.6,1243,40.62091503267974
01605,30.0,1213,40.43333333333333
01606,30.0,540,18.0
01607,30.0,1210,40.333333333333336
01608,30.0,540,18.0
01609,30.0,1202,40.06666666666667
01611,30.0,540,18.0
01612,30.0,1193,39.766666666666666
01614,30.0,1204,40.13333333333333
01616,29.2,1165,39.897260273972606
01617,30.0,1201,40.03333333333333
01618,30.0,540,18.0
01620,30.6,1205,39.37908496732026
01621,30.0,1198,39.93333333333333
01622,30.0,1182,39.4
01623,30.0,540,18.0
01624,30.6,1234,40.326797385620914
01625,30.0,540,18.0
01627,30.6,1220,39.869281045751634
01628,30.0,540,18.0
01629,29.9,1194,39.93311036789298
01630,30.6,1271,41.5359477124183
01631,30.0,1052,35.06666666666667
01632,30.0,1216,40.53333333333333
01634,30.6,1228,40.130718954248366
01635,30.0,540,18.0
01638,30.0,1175,39.166666666666664
01639,30.0,540,18.0
01640,30.0,1206,40.2
01643,30.0,1200,40.0
01645,30.6,1139,37.22222222222222
01646,30.6,1231,40.228758169934636
01647,30.6,1233,40.29411764705882
01649,30.0,1203,40.1
01652,30.0,1204,40.13333333333333
01653,30.0,1216,40.53333333333333
01654,30.0,1162,38.733333333333334
01655,30.6,1169,38.20261437908496
01656,30.0,1209,40.3
01657,30.6,1177,38.464052287581694
01660,30.0,1211,40.36666666666667
01661,29.9,1204,40.2675585284281
01662,30.6,1046,34.18300653594771
01663,30.0,1218,40.6
01664,28.9,1157,40.03460207612457
01666,28.9,1116,38.615916955017305
01669,30.0,570,19.0
01671,30.0,1200,40.0
01673,30.0,1202,40.06666666666667
01678,30.6,1248,40.78431372549019
01679,30.0,1225,40.833333333333336
01680,30.0,1208,40.266666666666666
01681,30.0,1206,40.2
01682,30.0,570,19.0
01683,30.0,1215,40.5
01685,30.0,1200,40.0
01687,30.0,1205,40.166666666666664
01690,28.9,1150,39.792387543252595
01691,30.0,540,18.0
01693,30.0,540,18.0
01694,30.0,1205,40.166666666666664
01695,29.9,1186,39.66555183946488
01696,30.6,1207,39.44444444444444
01697,30.6,1227,40.09803921568627
01698,30.0,1201,40.03333333333333
01699,30.0,1143,38.1
01702,30.0,1169,38.96666666666667
01704,30.0,1195,39.833333333333336
01705,30.0,1204,40.13333333333333
01706,29.9,1203,40.23411371237459
01707,30.0,1201,40.03333333333333
01708,30.5,1239,40.622950819672134
01709,30.0,1208,40.266666666666666
01710,30.0,1203,40.1
01711,29.9,1203,40.23411371237459
01712,28.6,1160,40.55944055944056
01713,30.0,1189,39.63333333333333
01714,30.0,1202,40.06666666666667
01716,30.0,1200,40.0
01717,30.6,1233,40.29411764705882
01719,30.5,1246,40.85245901639344
01720,30.0,1207,40.233333333333334
01722,30.0,540,18.0
01723,30.0,570,19.0
01724,30.0,1152,38.4
01725,30.0,1202,40.06666666666667
01726,29.9,1196,40.0
01727,30.0,1211,40.36666666666667
01728,29.9,1202,40.20066889632107
01729,30.0,1091,36.36666666666667
01732,30.0,1222,40.733333333333334
01733,30.0,540,18.0
01734,30.0,570,19.0
01735,30.0,1259,41.96666666666667
01736,30.6,1225,40.03267973856209
01737,30.6,1226,40.06535947712418
01739,24.6,1016,41.30081300813008
01740,30.6,1238,40.45751633986928
01741,30.0,540,18.0
01742,30.6,1233,40.29411764705882
01747,30.0,1190,39.666666666666664
01748,28.9,1157,40.03460207612457
01749,30.0,540,18.0
01750,30.0,1210,40.333333333333336
01752,30.6,1232,40.26143790849673
01753,30.6,1234,40.326797385620914
01754,30.0,1191,39.7
01755,30.6,1240,40.52287581699346
01756,30.0,1148,38.266666666666666
01760,30.0,1210,40.333333333333336
01761,30.0,540,18.0
01763,29.9,1199,40.10033444816054
01765,29.2,1188,40.68493150684932
01766,29.9,1204,40.2675585284281
01767,29.9,1214,40.602006688963215
01768,30.0,1216,40.53333333333333
01770,30.6,1236,40.3921568627451
01771,30.0,1216,40.53333333333333
01772,30.5,1227,40.22950819672131
01773,30.0,1201,40.03333333333333
01778,29.9,1201,40.16722408026756
01779,30.0,1324,44.13333333333333
01780,30.6,1230,40.19607843137255
01781,30.0,1217,40.56666666666667
01783,30.6,1227,40.09803921568627
01785,29.6,1154,38.986486486486484
01786,30.5,1211,39.704918032786885
01789,30.0,1205,40.166666666666664
01791,29.9,1200,40.13377926421405
01792,30.0,1218,40.6
01793,29.9,1221,40.836120401337794
01795,30.0,1205,40.166666666666664
01796,30.6,1231,40.228758169934636
01797,30.0,1160,38.666666666666664
01798,30.0,1207,40.233333333333334
01799,29.9,1201,40.16722408026756
01800,29.8,1199,40.23489932885906
01801,30.0,540,18.0
01802,30.5,1131,37.08196721311475
01805,30.0,570,19.0
01806,30.5,1170,38.36065573770492
01807,30.6,1235,40.359477124183
01809,29.9,1204,40.2675585284281
01810,29.9,1179,39.4314381270903
01811,30.0,1209,40.3
01812,30.5,1235,40.49180327868852
01813,30.0,540,18.0
01815,30.6,1225,40.03267973856209
01816,30.0,1240,41.333333333333336
01817,30.6,1237,40.424836601307184
01819,30.0,1201,40.03333333333333
01821,30.0,540,18.0
01822,30.0,1207,40.233333333333334
01823,30.6,1230,40.19607843137255
01824,30.6,1236,40.3921568627451
01825,30.0,1194,39.8
01827,29.1,1161,39.896907216494846
01828,30.0,1203,40.1
01829,30.0,1207,40.233333333333334
01834,30.0,1206,40.2
01835,30.0,1154,38.46666666666667
01838,30.0,1213,40.43333333333333
01839,29.1,1174,40.34364261168385
01840,30.0,1227,40.9
01842,29.0,1139,39.275862068965516
01843,30.6,1225,40.03267973856209
01844,30.5,1218,39.9344262295082
01845,30.0,1202,40.06666666666667
01846,30.6,1204,39.346405228758165
01848,30.0,1204,40.13333333333333
01849,30.0,1202,40.06666666666667
01852,30.0,1212,40.4
01853,30.0,1213,40.43333333333333
01858,30.0,1230,41.0
01860,30.0,1202,40.06666666666667
01862,30.0,1197,39.9
01864,29.0,1130,38.96551724137931
01865,29.9,1205,40.30100334448161
01866,30.6,1205,39.37908496732026
01869,30.5,1236,40.52459016393443
01870,30.0,1213,40.43333333333333
01871,30.0,1202,40.06666666666667
01872,30.0,1149,38.3
01874,30.0,540,18.0
01875,30.0,1216,40.53333333333333
01878,30.0,570,19.0
01879,30.5,1234,40.459016393442624
01880,30.0,1243,41.43333333333333
01881,30.0,1183,39.43333333333333
01882,30.6,1231,40.228758169934636
01883,30.0,540,18.0
01885,30.0,1448,48.266666666666666
01887,30.0,1206,40.2
01888,30.0,1203,40.1
01889,30.6,1225,40.03267973856209
01890,30.0,1800,60.0
01891,30.0,1224,40.8
01893,30.0,1200,40.0
01894,30.5,1215,39.83606557377049
01896,30.0,1216,40.53333333333333
01899,30.6,1232,40.26143790849673
01900,29.6,1223,41.317567567567565
01901,30.0,540,18.0
01903,29.3,1128,38.49829351535836
01904,30.0,1204,40.13333333333333
01906,25.6,1026,40.078125
01908,30.6,1224,40.0
01910,29.7,1198,40.33670033670034
01912,30.0,540,18.0
01913,30.0,540,18.0
01916,30.0,1242,41.4
01917,30.0,540,18.0
01918,30.0,1207,40.233333333333334
01920,29.4,1211,41.19047619047619
01921,29.6,1171,39.56081081081081
01922,30.0,1230,41.0
01923,30.3,1214,40.06600660066007
01924,30.0,1200,40.0
01925,30.0,1183,39.43333333333333
01926,30.6,1234,40.326797385620914
01928,29.3,1179,40.23890784982935
01929,29.3,975,33.27645051194539
01931,29.9,1136,37.9933110367893
01932,30.0,1211,40.36666666666667
01933,29.8,1226,41.14093959731544
01934,30.6,1225,40.03267973856209
01935,30.0,1210,40.333333333333336
01936,30.0,540,18.0
01939,30.0,1204,40.13333333333333
01941,30.0,540,18.0
01942,29.7,1196,40.26936026936027
01943,30.0,1205,40.166666666666664
01944,30.6,1227,40.09803921568627
01946,30.0,1206,40.2
01948,29.8,1206,40.46979865771812
01949,30.5,1235,40.49180327868852
01950,30.0,1206,40.2
01951,30.0,1220,40.666666666666664
01952,30.6,1236,40.3921568627451
01953,29.9,1186,39.66555183946488
01954,28.4,1152,40.563380281690144
01955,30.5,1235,40.49180327868852
01959,30.0,1208,40.266666666666666
01960,30.0,540,18.0
01961,30.0,1201,40.03333333333333
01963,30.0,1201,40.03333333333333
01964,30.6,1231,40.228758169934636
01966,30.0,540,18.0
01967,30.0,1204,40.13333333333333
01968,30.0,540,18.0
01969,30.0,1209,40.3
01970,30.0,1219,40.63333333333333
01971,30.6,1238,40.45751633986928
01972,30.0,1141,38.03333333333333
01973,30.0,1210,40.333333333333336
01975,30.0,1176,39.2
01976,30.0,1209,40.3
01977,30.0,1215,40.5
01979,30.0,1200,40.0
01980,30.0,1223,40.766666666666666
01983,30.0,1214,40.46666666666667
01985,30.0,1201,40.03333333333333
01986,30.0,1160,38.666666666666664
01987,30.0,540,18.0
01988,30.6,1246,40.71895424836601
01989,29.9,1178,39.39799331103679
01990,30.0,1180,39.333333333333336
01991,29.9,1206,40.33444816053512
01992,29.9,1226,41.00334448160535
01994,30.0,570,19.0
01995,30.0,1200,40.0
01996,30.0,540,18.0
01998,30.0,540,18.0
02000,30.0,1224,40.8
02001,30.0,1217,40.56666666666667
02002,30.0,540,18.0
02003,30.0,1294,43.13333333333333
02004,30.0,1228,40.93333333333333
02006,30.6,1236,40.3921568627451
02007,29.9,1205,40.30100334448161
02011,29.2,1161,39.76027397260274
02012,30.6,1229,40.16339869281045
02013,30.0,1223,40.766666666666666
02014,30.6,1231,40.228758169934636
02016,30.0,1191,39.7
02017,29.6,1169,39.49324324324324
02018,30.0,1223,40.766666666666666
02019,30.0,540,18.0
02022,30.6,1230,40.19607843137255
02024,30.6,1241,40.55555555555556
02026,30.5,1218,39.9344262295082
02027,30.0,1211,40.36666666666667
02028,29.9,1206,40.33444816053512
02029,30.6,1262,41.24183006535947
02031,30.0,1217,40.56666666666667
02032,30.6,1279,41.79738562091503
02033,23.9,960,40.16736401673641
02034,30.0,1214,40.46666666666667
02035,29.8,1186,39.79865771812081
02037,30.0,540,18.0
02039,29.8,1184,39.73154362416107
02040,30.0,1193,39.766666666666666
02041,30.6,1232,40.26143790849673
02042,29.1,1190,40.893470790378004
02044,30.0,540,18.0
02045,30.5,1226,40.19672131147541
02046,29.9,1206,40.33444816053512
02048,30.0,1210,40.333333333333336
02049,23.6,931,39.44915254237288
02050,30.0,540,18.0
02051,29.8,1195,40.100671140939596
02052,30.0,1205,40.166666666666664
02053,30.0,1196,39.86666666666667
02054,30.0,570,19.0
02055,30.6,1211,39.57516339869281
02059,30.0,1184,39.46666666666667
02060,30.6,1225,40.03267973856209
02061,30.0,1216,40.53333333333333
02062,30.0,540,18.0
02063,29.3,1168,39.86348122866894
02064,29.0,1162,40.06896551724138
02066,29.9,1214,40.602006688963215
02067,30.6,1253,40.947712418300654
02069,30.0,1177,39.233333333333334
02070,30.6,1237,40.424836601307184
02071,30.6,1200,39.2156862745098
02072,28.7,957,33.34494773519164
02074,30.6,1236,40.3921568627451
02075,30.0,1058,35.266666666666666
02079,30.0,1258,41.93333333333333
02080,30.0,1215,40.5
02083,30.5,1225,40.16393442622951
02084,30.0,1220,40.666666666666664
02085,30.0,1202,40.06666666666667
02087,30.0,1453,48.43333333333333
02088,29.8,1215,40.77181208053691
02089,30.0,1203,40.1
02090,30.5,1226,40.19672131147541
02092,30.0,1208,40.266666666666666
02095,30.6,1233,40.29411764705882
02096,30.2,1188,39.33774834437086
02097,30.0,1202,40.06666666666667
02099,30.0,1208,40.266666666666666
02102,30.0,1208,40.266666666666666
02104,30.0,540,18.0
02105,30.6,932,30.45751633986928
02106,30.0,1176,39.2
02108,30.6,1234,40.326797385620914
02111,30.6,1235,40.359477124183
02114,30.0,1209,40.3
02115,30.6,1233,40.29411764705882
02117,30.6,1225,40.03267973856209
02118,30.6,1234,40.326797385620914
02119,30.0,1195,39.833333333333336
02120,29.9,1218,40.735785953177256
02121,30.0,1205,40.166666666666664
02124,30.0,1214,40.46666666666667
02126,30.6,1216,39.73856209150327
02128,30.6,1231,40.228758169934636
02129,30.0,1211,40.36666666666667
02130,30.0,1185,39.5
02132,30.0,1279,42.63333333333333
02133,30.0,1212,40.4
02134,27.1,1068,39.40959409594096
02135,30.0,1209,40.3
02136,30.5,1197,39.24590163934426
02137,30.6,1204,39.346405228758165
02139,30.0,1204,40.13333333333333
